Well,Time,Observed,Simulated
199-D5-145,2016-05-16,117.773,118.1426
199-D5-145,2016-06-15,117.939,118.2271
199-D5-145,2016-07-16,118.003,118.283
199-D5-145,2016-11-15,117.739,117.98
199-D5-145,2017-02-14,118.018,118.1946
199-D5-145,2017-05-16,118.518,118.7521
199-D5-145,2017-11-15,117.844,118.0471
199-D5-145,2018-02-14,117.95,118.2019
199-D5-145,2018-05-16,118.011,118.5568
199-D5-145,2018-11-15,117.692,117.9676
199-D5-145,2019-02-14,117.552,117.8495
199-D5-145,2019-05-16,117.375,117.8047
199-D5-145,2019-11-15,117.15,117.5621
199-D5-145,2020-02-14,117.28,117.5597
199-D5-145,2020-11-15,117.56,117.5489
199-D5-149,2016-05-16,118.055,118.2727
199-D5-149,2016-08-16,118.038,118.3863
199-D5-149,2016-11-15,117.822,118.1005
199-D5-149,2017-02-14,118.151,118.3175
199-D5-149,2017-05-16,118.621,118.8399
199-D5-149,2017-08-16,118.66,118.8516
199-D5-149,2017-11-15,117.924,118.1816
199-D5-149,2018-02-14,118.091,118.3065
199-D5-149,2018-05-16,119.164,118.6474
199-D5-149,2018-08-16,118.305,118.668
199-D5-149,2018-10-16,117.739,118.178
199-D5-149,2019-02-14,117.58,117.8857
199-D5-149,2019-05-16,117.414,117.8398
199-D5-149,2019-08-16,117.464,117.9338
199-D5-149,2019-11-15,117.204,117.6264
199-D5-149,2020-02-14,117.36,117.6191
199-D5-149,2020-08-16,118.46,118.3206
199-D5-149,2020-11-15,117.61,117.6348
199-D5-150,2016-05-16,118.585,118.6381
199-D5-150,2016-09-15,118.617,118.7089
199-D5-150,2016-11-15,118.384,118.5184
199-D5-150,2017-02-14,118.671,118.6987
199-D5-150,2017-03-16,118.712,118.7788
199-D5-150,2017-05-16,119.076,119.1137
199-D5-150,2017-08-16,119.197,119.2125
199-D5-150,2017-11-15,118.502,118.6341
199-D5-150,2018-02-14,118.565,118.6691
199-D5-150,2018-05-16,118.657,118.9344
199-D5-150,2018-08-16,118.874,119.0469
199-D5-150,2018-11-15,118.267,118.4101
199-D5-150,2019-03-16,118.027,118.1629
199-D5-150,2019-05-16,117.888,118.1453
199-D5-150,2019-08-16,118.016,118.2764
199-D5-150,2019-11-15,117.741,118.0049
199-D5-150,2020-02-14,117.86,117.9802
199-D5-150,2020-08-16,118.54,118.5191
199-D5-150,2020-11-15,118.15,118.061
199-D5-151,2016-05-16,118.214,118.3242
199-D5-151,2016-06-15,118.248,118.4105
199-D5-151,2016-07-16,118.307,118.4638
199-D5-151,2016-10-16,118.017,118.2461
199-D5-151,2016-11-15,118.025,118.1792
199-D5-151,2016-12-16,118.096,118.2023
199-D5-151,2017-01-16,118.308,118.2915
199-D5-151,2017-02-14,118.341,118.381
199-D5-151,2017-03-16,118.365,118.4712
199-D5-151,2017-04-15,118.425,118.6296
199-D5-151,2017-05-16,118.623,118.8754
199-D5-151,2017-06-15,118.975,119.0861
199-D5-151,2017-07-16,119.066,119.085
199-D5-151,2017-08-16,118.858,118.9147
199-D5-151,2017-09-15,118.672,118.7163
199-D5-151,2017-11-15,118.149,118.2662
199-D5-151,2018-02-14,118.23,118.3652
199-D5-151,2018-05-16,118.314,118.6749
199-D5-151,2018-10-16,118.0,118.2783
199-D5-151,2019-03-16,117.747,117.9328
199-D5-151,2019-05-16,117.588,117.9241
199-D5-151,2019-10-16,117.424,117.8009
199-D5-151,2020-02-14,117.5,117.7117
199-D5-151,2020-11-15,117.82,117.7371
199-D5-152,2016-05-16,118.369,118.4062
199-D5-152,2016-06-15,118.436,118.4961
199-D5-152,2016-07-16,118.473,118.5553
199-D5-152,2016-10-16,118.183,118.3482
199-D5-152,2016-11-15,118.192,118.2816
199-D5-152,2016-12-16,118.262,118.3004
199-D5-152,2017-01-16,118.453,118.3834
199-D5-152,2017-02-14,118.497,118.4724
199-D5-152,2017-03-16,118.518,118.5602
199-D5-152,2017-04-15,118.575,118.7071
199-D5-152,2017-05-16,118.766,118.9397
199-D5-152,2017-06-15,119.114,119.1444
199-D5-152,2017-08-16,119.027,118.9969
199-D5-152,2017-09-15,118.799,118.806
199-D5-152,2017-11-15,118.307,118.3708
199-D5-152,2018-02-14,118.348,118.4481
199-D5-152,2018-05-16,118.432,118.7325
199-D5-152,2018-10-16,118.169,118.3929
199-D5-152,2019-02-14,117.895,118.0909
199-D5-152,2019-05-16,117.729,118.0273
199-D5-152,2019-10-16,117.592,117.9244
199-D5-152,2020-02-14,117.69,117.8248
199-D5-152,2020-11-15,117.97,117.8589
199-D5-160,2016-10-16,119.013,118.8331
199-D5-160,2017-02-14,119.274,118.9409
199-D5-160,2017-03-16,119.359,119.0167
199-D5-160,2017-04-15,119.415,119.1358
199-D5-160,2017-05-16,119.531,119.3095
199-D5-160,2017-06-15,,119.4718
199-D5-160,2017-07-16,,119.5253
199-D5-160,2017-08-16,,119.4301
199-D5-160,2017-09-15,119.381,119.2564
199-D5-160,2017-10-16,119.347,119.0536
199-D5-160,2017-11-15,119.224,118.895
199-D5-160,2017-12-16,118.908,118.8285
199-D5-160,2018-01-16,119.133,118.8432
199-D5-160,2018-02-14,119.178,118.9064
199-D5-160,2018-03-16,119.276,118.9678
199-D5-160,2018-04-15,119.219,118.9961
199-D5-160,2018-05-16,119.358,119.1544
199-D5-160,2018-06-15,119.641,119.3482
199-D5-160,2018-07-16,119.608,119.3788
199-D5-160,2018-08-16,119.506,119.2799
199-D5-160,2018-09-15,119.058,119.0663
199-D5-160,2018-11-15,118.609,118.5466
199-D5-160,2019-03-16,118.3178,118.2557
199-D5-160,2019-04-15,118.2903,118.2055
199-D5-160,2019-05-16,118.3192,118.24
199-D5-160,2019-06-15,118.4382,118.3407
199-D5-160,2019-07-16,118.5108,118.4029
199-D5-160,2019-08-16,118.4837,118.3954
199-D5-160,2019-09-15,118.4181,118.3286
199-D5-160,2019-10-16,118.2949,118.2057
199-D5-160,2019-11-15,118.2592,118.1307
199-D5-160,2019-12-16,118.3141,118.1329
199-D5-160,2020-01-16,118.3268,118.1283
199-D5-160,2020-02-14,118.3604,118.1125
199-D5-160,2020-03-16,118.4745,118.1232
199-D5-160,2020-04-15,118.5988,118.1462
199-D5-160,2020-05-16,118.6636,118.2327
199-D5-160,2020-06-15,118.6992,118.4116
199-D5-160,2020-07-16,118.9118,118.5762
199-D5-160,2020-08-16,118.7465,118.6055
199-D5-160,2020-09-15,118.8448,118.4979
199-D5-160,2020-10-16,118.7422,118.3311
199-D5-160,2020-11-15,118.6912,118.2446
199-D5-160,2020-12-16,118.684,118.2255
199-D5-17,2014-06-15,,119.472
199-D5-17,2014-12-16,119.2871,119.4641
199-D5-17,2015-01-16,119.3222,119.434
199-D5-17,2015-02-14,119.4026,119.4601
199-D5-17,2015-03-16,119.4863,119.5181
199-D5-17,2015-04-15,119.5177,119.5683
199-D5-17,2015-05-16,119.5254,119.5994
199-D5-17,2015-06-15,119.4578,119.5939
199-D5-17,2015-07-16,119.4539,119.5701
199-D5-17,2015-08-16,119.4129,119.5417
199-D5-17,2015-09-15,119.3823,119.5001
199-D5-17,2015-10-16,119.3179,119.4495
199-D5-17,2015-11-15,119.2235,119.3774
199-D5-17,2015-12-16,119.1958,119.3102
199-D5-17,2016-01-16,119.177,119.2869
199-D5-17,2016-02-15,119.2043,119.2865
199-D5-17,2016-03-16,119.2821,119.328
199-D5-17,2016-04-15,119.2482,119.3795
199-D5-17,2016-05-16,119.409,119.4656
199-D5-17,2016-06-15,119.5243,119.5758
199-D5-17,2016-07-16,119.5232,119.6398
199-D5-17,2016-08-16,119.5154,119.661
199-D5-17,2016-09-15,119.4602,119.6133
199-D5-17,2016-10-16,119.276,119.5011
199-D5-17,2016-11-15,119.2662,119.4322
199-D5-17,2016-12-16,119.3744,119.4489
199-D5-17,2017-01-16,119.4305,119.4916
199-D5-17,2017-02-14,119.5038,119.5477
199-D5-17,2017-03-16,119.5597,119.6028
199-D5-17,2017-04-15,119.642,119.6659
199-D5-17,2017-05-16,119.7082,119.76
199-D5-17,2017-06-15,119.8296,119.8652
199-D5-17,2017-07-16,119.9677,119.9564
199-D5-17,2017-08-16,119.8778,119.9504
199-D5-17,2017-09-15,119.6779,119.8334
199-D5-17,2017-10-16,119.548,119.6916
199-D5-17,2017-11-15,119.4462,119.5829
199-D5-17,2017-12-16,119.4033,119.5275
199-D5-17,2018-01-16,119.3782,119.5154
199-D5-17,2018-02-14,119.413,119.5233
199-D5-17,2018-03-16,119.4867,119.5558
199-D5-17,2018-04-15,119.4573,119.5664
199-D5-17,2018-05-16,119.5605,119.6536
199-D5-17,2018-06-15,119.7181,119.801
199-D5-17,2018-07-16,119.8105,119.8766
199-D5-17,2018-08-16,119.7198,119.8587
199-D5-17,2018-09-15,119.583,119.7582
199-D5-17,2018-10-16,119.3572,119.6116
199-D5-17,2018-11-15,119.1972,119.4786
199-D5-17,2018-12-16,119.114,119.3688
199-D5-17,2019-01-16,119.0537,119.2956
199-D5-17,2019-02-14,118.9792,119.2292
199-D5-17,2019-03-16,118.8886,119.155
199-D5-17,2019-04-15,118.8549,119.1008
199-D5-17,2019-05-16,118.8931,119.1131
199-D5-17,2019-06-15,119.001,119.1898
199-D5-17,2019-07-16,119.078,119.2721
199-D5-17,2019-08-16,119.0601,119.3043
199-D5-17,2019-09-15,118.9897,119.2689
199-D5-17,2019-10-16,118.8673,119.1747
199-D5-17,2019-11-15,118.8454,119.1025
199-D5-17,2019-12-16,118.8839,119.0805
199-D5-17,2020-01-16,118.8967,119.0664
199-D5-17,2020-02-14,118.8971,119.048
199-D5-17,2020-03-16,118.9726,119.0523
199-D5-17,2020-04-15,119.0624,119.0807
199-D5-17,2020-05-16,119.1014,119.1167
199-D5-17,2020-06-15,119.0802,119.1772
199-D5-17,2020-07-16,119.0357,119.0934
199-D5-17,2020-08-16,118.9473,119.0503
199-D5-17,2020-09-15,119.3037,119.1954
199-D5-17,2020-10-16,119.1777,119.2157
199-D5-17,2020-11-15,119.1187,119.1569
199-D5-17,2020-12-16,119.0911,119.124
199-D5-18,2015-09-15,119.111,119.3291
199-D5-18,2015-10-16,119.029,119.2985
199-D5-18,2015-12-16,118.93,119.1811
199-D5-18,2016-03-16,118.969,119.1709
199-D5-18,2016-05-16,119.167,119.2693
199-D5-18,2016-06-15,119.241,119.3515
199-D5-18,2016-09-15,119.235,119.42
199-D5-18,2016-12-16,119.075,119.2607
199-D5-18,2017-03-16,119.252,119.3783
199-D5-18,2017-06-15,119.522,119.5976
199-D5-18,2017-09-15,119.379,119.6512
199-D5-18,2017-11-15,,119.4385
199-D5-18,2018-03-16,119.215,119.3839
199-D5-18,2018-11-15,119.042,119.388
199-D5-18,2019-03-16,118.741,119.0929
199-D5-18,2019-11-15,118.648,119.0254
199-D5-18,2020-03-16,118.72,118.9436
199-D5-18,2020-12-16,118.88,119.0303
199-D5-19,2014-12-16,119.0726,119.254
199-D5-19,2015-01-16,119.0848,119.1913
199-D5-19,2015-02-14,119.1623,119.1757
199-D5-19,2015-03-16,119.2425,119.2223
199-D5-19,2015-04-15,119.2861,119.2768
199-D5-19,2015-05-16,119.3003,119.311
199-D5-19,2015-06-15,119.2608,119.315
199-D5-19,2015-07-16,119.2454,119.2975
199-D5-19,2015-08-16,119.2122,119.2694
199-D5-19,2015-09-15,119.1827,119.2422
199-D5-19,2015-10-16,119.1269,119.2261
199-D5-19,2015-11-15,119.0529,119.1823
199-D5-19,2015-12-16,119.0206,119.1205
199-D5-19,2016-01-16,119.0034,119.1036
199-D5-19,2016-02-15,119.0141,119.0974
199-D5-19,2016-03-16,119.0653,119.1031
199-D5-19,2016-04-15,119.0606,119.1356
199-D5-19,2016-05-16,119.1692,119.1923
199-D5-19,2016-06-15,119.2793,119.2631
199-D5-19,2016-07-16,119.3067,119.3442
199-D5-19,2016-08-16,119.3067,119.386
199-D5-19,2016-09-15,119.2754,119.3493
199-D5-19,2016-10-16,119.1432,119.282
199-D5-19,2016-11-15,119.0974,119.2197
199-D5-19,2016-12-16,119.1626,119.1902
199-D5-19,2017-01-16,119.214,119.2055
199-D5-19,2017-02-14,119.2707,119.2579
199-D5-19,2017-03-16,119.326,119.2999
199-D5-19,2017-04-15,119.3892,119.3307
199-D5-19,2017-05-16,119.4787,119.4057
199-D5-19,2017-06-15,119.5935,119.5059
199-D5-19,2017-07-16,119.7423,119.6136
199-D5-19,2017-08-16,119.6843,119.6627
199-D5-19,2017-09-15,119.5269,119.601
199-D5-19,2017-10-16,119.3936,119.4886
199-D5-19,2017-11-15,119.2973,119.3949
199-D5-19,2017-12-16,119.2228,119.3382
199-D5-19,2018-01-16,119.1858,119.3166
199-D5-19,2018-02-14,119.1915,119.3072
199-D5-19,2018-03-16,119.2512,119.3164
199-D5-19,2018-04-15,119.2369,119.325
199-D5-19,2018-05-16,119.3045,119.3672
199-D5-19,2018-06-15,119.4626,119.4707
199-D5-19,2018-07-16,119.5811,119.5677
199-D5-19,2018-08-16,119.5257,119.5953
199-D5-19,2018-09-15,119.4222,119.5497
199-D5-19,2018-10-16,119.2538,119.4629
199-D5-19,2018-11-15,119.1083,119.3572
199-D5-19,2018-12-16,119.018,119.2491
199-D5-19,2019-01-16,118.9568,119.18
199-D5-19,2019-02-14,118.8993,119.1301
199-D5-19,2019-03-16,118.8236,119.0806
199-D5-19,2019-04-15,118.7821,119.0359
199-D5-19,2019-05-16,118.7855,119.0194
199-D5-19,2019-06-15,118.8604,119.0525
199-D5-19,2019-07-16,118.9237,119.1056
199-D5-19,2019-08-16,118.9183,119.1327
199-D5-19,2019-09-15,118.8686,119.1222
199-D5-19,2019-10-16,118.7758,119.0714
199-D5-19,2019-11-15,118.7343,119.0063
199-D5-19,2019-12-16,118.7509,118.9619
199-D5-19,2020-01-16,118.7562,118.9355
199-D5-19,2020-02-14,118.7604,118.9159
199-D5-19,2020-03-16,118.8088,118.9107
199-D5-19,2020-04-15,118.8704,118.9217
199-D5-19,2020-05-16,118.8968,118.9396
199-D5-19,2020-06-15,118.9056,118.9771
199-D5-19,2020-07-16,118.9365,118.9783
199-D5-19,2020-08-16,118.8605,118.9782
199-D5-19,2020-09-15,119.0989,119.0542
199-D5-19,2020-10-16,119.0364,119.0814
199-D5-19,2020-11-15,118.9669,119.0445
199-D5-19,2020-12-16,118.9422,119.0108
199-D5-33,2014-01-31,117.699,117.7258
199-D5-33,2014-02-14,117.682,117.6612
199-D5-33,2014-03-16,117.542,117.7369
199-D5-33,2014-04-15,117.749,118.0204
199-D5-33,2014-05-16,118.1044,118.416
199-D5-33,2014-06-15,118.2821,118.7021
199-D5-33,2014-07-16,118.3363,118.7093
199-D5-33,2014-08-16,118.2685,118.4799
199-D5-33,2014-09-15,118.1335,118.0518
199-D5-33,2014-10-16,117.8012,117.6824
199-D5-33,2014-11-15,117.573,117.6168
199-D5-33,2014-12-16,117.6953,117.7667
199-D5-33,2015-01-16,117.92,118.0007
199-D5-33,2015-02-14,118.0112,118.2205
199-D5-33,2015-03-16,118.1007,118.3118
199-D5-33,2015-04-15,118.0485,118.2298
199-D5-33,2015-05-16,117.9051,118.1465
199-D5-33,2015-06-15,117.8999,118.1111
199-D5-33,2015-07-16,117.7927,118.0101
199-D5-33,2015-08-16,117.7456,117.9075
199-D5-33,2015-09-15,117.8021,117.709
199-D5-33,2015-10-16,117.6779,117.4436
199-D5-33,2015-11-15,117.6627,117.3907
199-D5-33,2016-01-16,117.893,117.5111
199-D5-33,2016-02-15,117.8626,117.5822
199-D5-33,2016-03-16,117.8963,117.6871
199-D5-33,2016-04-15,117.911,117.9532
199-D5-33,2016-05-16,118.0487,118.1662
199-D5-33,2016-06-15,117.9326,118.1557
199-D5-33,2016-07-16,117.9032,118.0732
199-D5-33,2016-08-16,117.7784,117.9316
199-D5-33,2016-09-15,117.5836,117.6965
199-D5-33,2016-10-16,117.5092,117.5194
199-D5-33,2016-11-15,117.6455,117.5673
199-D5-33,2016-12-16,117.8769,117.7404
199-D5-33,2017-01-16,118.0207,117.9242
199-D5-33,2017-02-14,118.018,118.0116
199-D5-33,2017-03-16,118.0604,118.1481
199-D5-33,2017-04-15,118.4031,118.5152
199-D5-33,2017-05-16,118.6274,118.9656
199-D5-33,2017-06-15,118.9007,119.1903
199-D5-33,2017-07-16,118.6102,118.8902
199-D5-33,2017-08-16,118.2128,118.3436
199-D5-33,2017-09-15,117.9579,117.9639
199-D5-33,2017-10-16,117.6975,117.6378
199-D5-33,2017-11-15,117.6021,117.465
199-D5-33,2017-12-16,117.6637,117.5496
199-D5-33,2018-01-16,117.7933,117.7779
199-D5-33,2018-02-14,117.9989,118.0604
199-D5-33,2018-03-16,118.0029,118.1431
199-D5-33,2018-04-15,117.9365,118.1585
199-D5-33,2018-05-16,118.4106,118.767
199-D5-33,2018-06-15,118.6803,119.0959
199-D5-33,2018-07-16,118.3613,118.6712
199-D5-33,2018-08-16,118.0307,118.2177
199-D5-33,2018-09-15,117.702,117.8098
199-D5-33,2018-10-16,117.4638,117.4963
199-D5-33,2018-11-15,117.5536,117.458
199-D5-33,2018-12-16,117.6971,117.5106
199-D5-33,2019-01-16,117.5454,117.5318
199-D5-33,2019-02-14,117.543,117.5616
199-D5-33,2019-03-16,117.4692,117.4952
199-D5-33,2019-04-15,117.2869,117.4104
199-D5-33,2019-05-16,117.4843,117.639
199-D5-33,2019-06-15,117.6217,117.8711
199-D5-33,2019-07-16,117.433,117.7591
199-D5-33,2019-08-16,117.3403,117.6048
199-D5-33,2019-09-15,117.179,117.3852
199-D5-33,2019-10-16,117.0421,117.1374
199-D5-33,2019-11-15,117.2275,117.1827
199-D5-33,2019-12-16,117.3776,117.3271
199-D5-33,2020-01-16,117.3022,117.292
199-D5-33,2020-02-14,117.4152,117.2628
199-D5-33,2020-03-16,117.3302,117.1757
199-D5-33,2020-04-15,117.1779,117.0289
199-D5-33,2020-05-16,117.508,117.3453
199-D5-33,2020-06-15,117.9978,117.9163
199-D5-33,2020-07-16,118.275,118.1698
199-D5-33,2020-08-16,118.361,117.9925
199-D5-33,2020-09-15,117.8119,117.527
199-D5-33,2020-10-16,117.4808,117.0958
199-D5-33,2020-11-15,117.5133,117.0261
199-D5-33,2020-12-16,117.6201,117.1252
199-D5-34,2014-01-31,117.909,117.9379
199-D5-34,2014-02-14,117.9,117.9106
199-D5-34,2014-03-16,117.7067,117.9491
199-D5-34,2014-04-15,117.8383,118.1161
199-D5-34,2014-05-16,118.045,118.3896
199-D5-34,2014-06-15,118.2185,118.6279
199-D5-34,2014-07-16,118.372,118.7242
199-D5-34,2014-08-16,118.4175,118.6486
199-D5-34,2014-09-15,118.2615,118.411
199-D5-34,2014-10-16,118.073,118.1545
199-D5-34,2014-11-15,117.945,118.0485
199-D5-34,2014-12-16,117.986,118.0792
199-D5-34,2015-01-16,117.971,118.1839
199-D5-34,2015-02-14,118.373,118.3117
199-D5-34,2015-03-16,,118.4025
199-D5-34,2015-04-15,118.308,118.4062
199-D5-34,2015-05-16,118.201,118.3783
199-D5-34,2015-06-15,118.209,118.3534
199-D5-36,2014-01-31,117.298,117.5691
199-D5-36,2014-03-16,117.203,117.5943
199-D5-36,2014-04-15,117.5734,118.0493
199-D5-36,2014-05-16,117.9186,118.5579
199-D5-36,2014-06-15,118.1579,118.8566
199-D5-36,2014-07-16,118.1949,118.7359
199-D5-36,2014-08-16,117.9193,118.331
199-D5-36,2014-09-15,117.4638,117.6715
199-D5-36,2014-10-16,117.1756,117.2171
199-D5-36,2014-11-15,117.2058,117.2856
199-D5-36,2015-01-16,117.704,117.9656
199-D5-36,2015-02-14,117.828,118.2644
199-D5-36,2015-03-16,117.886,118.3254
199-D5-36,2015-04-15,117.808,118.1307
199-D5-36,2015-05-16,117.6426,118.0053
199-D5-36,2015-06-15,117.6376,117.9739
199-D5-36,2015-07-16,117.5301,117.8346
199-D5-36,2015-08-16,117.5832,117.7507
199-D5-36,2015-09-15,117.3949,117.5001
199-D5-36,2015-10-16,117.2987,117.1703
199-D5-36,2015-11-15,117.3562,117.2296
199-D5-36,2015-12-16,117.4948,117.3909
199-D5-36,2016-01-16,117.5794,117.4863
199-D5-36,2016-02-15,117.5374,117.5855
199-D5-36,2016-03-16,117.6465,117.7362
199-D5-36,2016-04-15,117.8594,118.1261
199-D5-36,2016-05-16,118.0068,118.3506
199-D5-36,2016-06-15,117.8231,118.2265
199-D5-36,2016-07-16,117.7537,118.0402
199-D5-36,2016-08-16,117.607,117.7922
199-D5-36,2016-09-15,117.3581,117.43
199-D5-36,2016-10-16,117.3468,117.2382
199-D5-36,2016-11-15,117.4865,117.4419
199-D5-36,2016-12-16,117.5877,117.7405
199-D5-36,2017-01-16,117.7915,117.9579
199-D5-36,2017-02-14,117.7814,118.0107
199-D5-36,2017-03-16,117.8879,118.1906
199-D5-36,2017-04-15,118.3833,118.7254
199-D5-36,2017-05-16,118.6673,119.2815
199-D5-36,2017-06-15,118.893,119.4462
199-D5-36,2017-07-16,118.378,118.8491
199-D5-36,2017-08-16,117.9422,118.0307
199-D5-36,2017-09-15,117.6788,117.5802
199-D5-36,2017-10-16,117.4158,117.2329
199-D5-36,2017-11-15,117.3395,117.1412
199-D5-36,2017-12-16,117.5093,117.4061
199-D5-36,2018-01-16,117.6206,117.7738
199-D5-36,2018-02-14,117.8573,118.1495
199-D5-36,2018-03-16,117.811,118.1661
199-D5-36,2018-04-15,117.8336,118.1542
199-D5-36,2018-05-16,118.6465,119.1046
199-D5-36,2018-06-15,118.7417,119.4222
199-D5-36,2018-07-16,118.2492,118.6187
199-D5-36,2018-08-16,117.8841,118.0065
199-D5-36,2018-09-15,117.5192,117.492
199-D5-36,2018-10-16,117.3208,117.1579
199-D5-36,2018-11-15,117.4355,117.2771
199-D5-36,2018-12-16,117.4509,117.4368
199-D5-36,2019-01-16,117.4174,117.4728
199-D5-36,2019-02-14,117.4716,117.5281
199-D5-36,2019-03-16,117.3846,117.4158
199-D5-36,2019-04-15,117.2238,117.3037
199-D5-36,2019-05-16,117.5306,117.7224
199-D5-36,2019-06-15,117.616,118.0236
199-D5-36,2019-07-16,117.3714,117.7431
199-D5-36,2019-08-16,117.2787,117.5294
199-D5-36,2019-09-15,117.0623,117.2048
199-D5-36,2019-10-16,116.9209,116.882
199-D5-36,2019-11-15,117.1194,117.0987
199-D5-36,2019-12-16,117.2121,117.3467
199-D5-36,2020-01-16,117.1502,117.2305
199-D5-36,2020-02-14,117.3071,117.207
199-D5-36,2020-03-16,117.1928,117.0713
199-D5-36,2020-04-15,117.0693,116.8435
199-D5-36,2020-05-16,117.5596,117.4321
199-D5-36,2020-06-15,118.1423,118.2352
199-D5-36,2020-07-16,118.2929,118.297
199-D5-36,2020-08-16,118.1979,117.8374
199-D5-36,2020-09-15,117.5406,117.1836
199-D5-36,2020-10-16,117.2382,116.7112
199-D5-36,2020-11-15,117.3758,116.8137
199-D5-36,2020-12-16,117.4592,117.0384
199-D5-37,2014-01-31,117.685,117.6687
199-D5-37,2014-02-14,,117.5432
199-D5-37,2014-03-16,117.489,117.6668
199-D5-37,2014-04-15,117.858,118.0889
199-D5-37,2014-05-16,,118.5792
199-D5-37,2014-06-15,,118.8721
199-D5-37,2014-07-16,118.6322,118.766
199-D5-37,2014-08-16,,118.388
199-D5-37,2014-09-15,117.8676,117.7729
199-D5-37,2014-10-16,,117.3338
199-D5-37,2014-11-15,117.354,117.3757
199-D5-37,2014-12-16,117.8313,117.6743
199-D5-37,2015-01-16,117.987,118.0154
199-D5-37,2015-02-14,118.1485,118.2938
199-D5-37,2015-03-16,118.1455,118.3635
199-D5-37,2015-04-15,118.0055,118.1854
199-D5-37,2015-05-16,117.8653,118.0619
199-D5-37,2015-06-15,117.8573,118.0288
199-D5-37,2015-07-16,117.7221,117.8928
199-D5-37,2015-08-16,117.705,117.7959
199-D5-37,2015-09-15,117.4391,117.5516
199-D5-37,2015-10-16,117.3146,117.2319
199-D5-37,2015-11-15,117.4034,117.2702
199-D5-37,2015-12-16,117.5051,117.4171
199-D5-37,2016-01-16,117.5557,117.5049
199-D5-37,2016-02-15,117.5753,117.5975
199-D5-37,2016-03-16,117.672,117.7393
199-D5-37,2016-04-15,117.8997,118.0995
199-D5-37,2016-05-16,118.0327,118.3224
199-D5-37,2016-06-15,117.8809,118.2266
199-D5-37,2016-07-16,117.7767,118.0521
199-D5-37,2016-08-16,117.628,117.8171
199-D5-37,2016-09-15,117.31,117.4682
199-D5-37,2016-10-16,117.2284,117.2457
199-D5-37,2016-11-15,117.4624,117.4178
199-D5-37,2016-12-16,117.704,117.7365
199-D5-37,2017-01-16,117.9676,117.981
199-D5-37,2017-02-14,117.9196,118.0451
199-D5-37,2017-03-16,118.0414,118.2075
199-D5-37,2017-04-15,118.5803,118.708
199-D5-37,2017-05-16,118.8386,119.25
199-D5-37,2017-06-15,119.0501,119.4354
199-D5-37,2017-07-16,118.4406,118.8939
199-D5-37,2017-08-16,117.9674,118.102
199-D5-37,2017-09-15,117.7299,117.6407
199-D5-37,2017-10-16,117.4048,117.2855
199-D5-37,2017-11-15,117.3553,117.1726
199-D5-37,2017-12-16,117.5152,117.4037
199-D5-37,2018-01-16,117.7912,117.7621
199-D5-37,2018-02-14,118.0585,118.1374
